,Tent ID,# of Residents less than 18 yr.,# of Residents more than 18 yr.,# of Tent Residents,Head of Household 1,HH1 Nickname,HH1 Sex,HH1 Age,HH1 Occupation,HH1 Occupation - Other,HH1 Vendor,HH1 Vendor - Other,HH1 Vendor Location,HH1 Vendor - Days Working per Week,Additional Comments,HH2 Nickname,HH2 Sex,HH2 Age,HH2 Occupation,HH2 Occupation - Other,HH2 Vendor,HH2 Vendor - Other,HH2 Vendor Location,HH2 Vendor - Days Working per Week,HH2 Additional Comments,# of Years Living in Village,Additional Comments - Living in Village,# of Years Living in Tent,# of People Living full time in tent,Education - School Attendance,Education - Name of School,Children Living Elsewhere,# of Children Living Elsewhere,Additional Comments - Children Living Elsewhere,Ownership,Ownership - Other,How much do you pay for rent?,Rent or Own Elsewhere,Rent or Own Elsewhere - Other,Previous Ownership,Marital Status,Marital Status - # of Years Together,Marital Status - Other,Marital Status - Additional Comments,Family Bacgkround,Problems in the Tent - Additional Comments,Unnamed: 66,Sleep # of People Per Night,Sleep - Difficulty Sleeping [Do you ever have issues sleeping?],Sleep - Frequency [How frequently do you have issues sleeping?],Do you normally wake up at night?,"Normally, how frequently do you wake up night?",What are the top two reasons you wake up at night or have issues the sleep?,Do you ever have trouble staying awake during the day?,"In the past week, how often did you have trouble staying awake? ",Sleep Time,Wake-up Time,How often do you get sick?,Additional Comments - Health,"In the past year, did someone in this home suffer from cough, congestion or similar problems?","During the last year, anyone living in the tent suffer from bronchitis, bronchiolitis or pneumonia?","If yes, how frequently did this person suffer from bronchitis, bronchiolitis or pneumonia?","In the past month, did anyone living in the tent suffer from diarrhea?",Do you have access to a latrine? ,Additional Comments - Latrine,Do you have electricity in your tent?,What is the main source of drinking water for members of your household?, How many gallons of water does your household use per day?,Do you ever drink water that isn't treated?,"Do you have any other comments, questions or other information you’d like to add?",Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96, Is there any risk that the tent will collapse?,In the past year did someone enter your house to steal something?,How many times were you stolen from? ,If you leave your tent are you concerned that someone ll steal from you?,"How often do you have friends, family or neighborhoods over to your tent?",What is the reason you do not have people over in the tent?,Do you have space to lie down if tired?,Do people living in the tent have space to keep their personal belongings?,"In this tent, if someone wakes up, do they wake up the other people? ",Do children have safe places to study?,Does your household own any animals?,"If yes, how many?",Does the household own a radio?,If yes does it function?,Would living in a block home create any changes in your life?,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Do you feel safe in your home?,What is the main thing that makes you feel safe? ,What is the main thing that makes you feel unsafe?,Do you feel safe leaving your children alone at home?,Do you feel safe walking in the community at night?,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Do you understand this interview does not guarantee that you ll receive a house from MOH?,Do you own the land the tent is on? ,Is the deed to the property in your name? -1,Is the deed to the property in your name? -2,Additional Comments - Land Tenure," If you were to receive a house, would you be willing to move to the area behind Healing Haiti?","If no, what is the main reason you are unwilling to move? ",Unnamed: 133,Unnamed: 134,What are the dwellings floors made of?,"Floors, if other please specify",What are the dwellings roof made of?,Do you feel this person qualifies for a home? ,"If no, explain.",Additional Comments - Home Qualification,Full-time Tent Resident 1,R1 Nickname,R1 Age,R1 Sex,R1 Occupation,R1 Name of School - Education,R1 Grade/Year in School - Education,R1 Class Name,R1 Occupation - Other,R1 Vendor,R1 Vendor - Other,R1 Vendor Location,R1 Vendor - Days Working per Week,R1  Relationship,R1 Additional Comments,Full-time Tent Resident 2,R2 Nickname,R2 Age,R2 Sex,R2 Occupation,R2 Name of School - Education,R2 Grade/Year in School - Education,R2 Class Name,R2 Occupation - Other,R2 Vendor,R2 Vendor - Other,R2 Vendor Location,R2 Vendor - Days Working per Week,R2 Relationship,R2 Additional Comments,Full-time Tent Resident 3,R3 Nickname,R3 Age,R3 Sex,R3 Occupation,R3 Name of School - Education,R3 Grade/Year in School - Education,R3 Class Name,R3 Occupation - Other,R3 Vendor,R3 Vendor - Other,R3 Vendor Location,R3 Vendor - Days Working per Week,R3 Relationship,R3 Additional Comments,Full-time Tent Resident 4,R4 Nickname,R4 Age,R4 Sex,R4 Occupation,R4 Name of School - Education,R4 Grade/Year in School - Education,R4 Class Name,R4 Occupation - Other,R4 Vendor,R4 Vendor - Other,R4 Vendor Location,R4 Vendor - Days Working per Week,R4 Relationship,R4 Additional Comments,Full-time Tent Resident 5,R5 Nickname,R5 Age,R5 Sex,R5 Occupation,R5 Name of School - Education,R5 Grade/Year in School - Education,R5 Class Name,R5 Occupation - Other,R5 Vendor,R5 Vendor - Other,R5 Vendor Location,R5 Vendor - Days Working per Week,R5 Relationship,R5 Additional Comments,Full-time Tent Resident 6,R6 Nickname,R6 Age,R6 Sex,R6 Occupation,R6 Name of School - Education,R6 Grade/Year in School - Education,R6 Class Name,R6 Occupation - Other,R6 Vendor,R6 Vendor - Other,R6 Vendor Location,R6 Vendor - Days Working per Week,R6 Relationship,R6 Additional Comments,Full-time Tent Resident 7,R7 Nickname,R7 Age,R7 Sex,R7 Occupation,R7 Name of School - Education,R7 Grade/Year in School - Education,R7 Class Name,R7 Occupation - Other,R7 Vendor,R7 Vendor - Other,R7 Vendor Location,R7 Vendor - Days Working per Week,R7 Relationship,R7 Additional Comments,Full-time Tent Resident 8,R8 Nickname,R8 Age,R8 Sex,R8 Occupation,R8 Name of School - Education,R8 Grade/Year in School - Education,R8 Class Name,R8 Occupation - Other,R8 Vendor,R8 Vendor - Other,R8 Vendor Location,R8 Vendor - Days Working per Week,R8 Relationship,R8 Additional Comments
61,240,0,1,1,1,,Female,66,Nothing,,,,,,Mwen granmoun mwen paka travay,,,,,,,,,,,15,I've been here a long time.,7,1,No response/cannot remember,,No,,All my children are grown up and in their own homes.,Own,,,No,,Own House,Widow,,,I don't have a husband. I'm a widow.,"Her child speaks for her. She can't speak.
Audio: Her problem was that she couldn't live with my father, which is why she came to Titanyen to live. She left my dad; she couldn't live with him. She had problems; she couldn't take care of the kids. It wasn't here area, it was my father's area. She left it and came to live in Titanyen.","It's also very hot.
Audio: The biggest problem is that the tent is almost completely wrecked and I can't rebuild it. The tarps are completely torn. Only the tin remains. I'm practically outside.",,1,Yes,Sometimes,No,,,Yes,3-4 times,7,6,Sometimes,Headaches and high blood pressure.,Yes,No,,No,No,We go in the bush because it's close to us.,No,Pump or well,4,Yes,I don't have money very often. I drink water form the pump.,,,,,,Yes,No,,No,Sometimes,,No,No,No,No,No,,No,,"If I leave the tent for a block house, it will be better for me, because when you're in a tent you're shaken up by the wind, it's hot. You're not comfortable; you don't live well. Horrible insects are climbing all over you. But in a block house all this will be better.",,,,,No,,The tent is no good and I'm old.,No,No,,,,,,No,,,It's public land.,Yes,,,,Dirt or soil,,Tin,Yes,,"Yes, because he/she is old and they live on a river.",Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591c81c0fb69a20e0044e1e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,219,5,1,6,6,,Female,,Small business outside or nearby the home,,"Rice, beans, plantains or produce",,,6,,,,,,,,,,,,12,I've been here fo 12 years.,7,6,Yes,"Nou tout lekol titanyen
We're all in school in Titanyen.",No,,,Own,,,No,,Own House,Common Law,0,,We're not married yet. We live together.,I left where I was living out in the country because my sister married a guy from Zoranje and she came to live here. My mom said I can't stay out in the country; I have to live here with her.,"When it rains the water comes through the inside of the house. Also, the tarp is torn. It's hot, too. Everything in my house is bad.",,6,Yes,Very often,No,,,Yes,3-4 times,8,6,Sometimes,"The flu, asthma, and hunger.",Yes,No,,Yes,No,We go in the bush that's close by.,No,Pump or well,30,Yes,When I don't have money.,,,,,,Yes,No,,No,Sometimes,,No,No,Yes,No,No,,No,,"What would a bock house do? When it rains, the house doesn't leak. Also, in the tarp house the kids are always sick. If I get a house, it'll be different.",,,,,No,,The whole tent is almost wrecked.,No,No,,,,,,Yes,Yes,Yes,I bought the land from someone who inherited it.,Yes,,,,Dirt or soil,,Tin,Yes,,"Yes, because there's too many of them in the house.",Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591c81b2fb69a20e0044e1dd,,17,Female,Nothing,,,,,,,,,Pitit fi,Mwen sou kont paranm,,,15,Female,Anyen,,,,,,,,,Pitit fi,Mwen sou kont paranm mwen pap travay,,,4,Male,Student,,,,,,,,,Pitit gason,,,,2,Male,Nothing,,,,,,,,,Pitit fi,,,,6,Female,Nothing,,,,,,,,,Pitit fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,222,0,2,2,2,,Female,51,Contracted Worker,,,,,,Mwen konn jwenn nan moulin Farin lan,,Female,50,Small business outside or nearby the home,Rice and other grains,,,,5,Pitimi ak diri,20,I've been here for 20 years.,7,2,No response/cannot remember,,No,,,Own,,,No,,Rent a house,Common Law,0,,"We're not married yet, but we're going to get married.","The reason I left the mountains is because I needed to raise my children better than how I could have in the mountains. Secondly, there's no way to live in the mountains. The rain never fell. I had to come down here to find a better life.
","The problem with the tent is that it leaks. When it rains, there's nothing I can do about the leaking. If I could find someone who can help me with it, I'd feel much better.",,2,Yes,Very often,No,,,Yes,3-4 times,9,4,Sometimes,"The flu, colds",Yes,No,,No,No,We dug a hole but I can't finish it.,No,Pump or well,20,Yes,I don't have money. I often drink water from the pump.,,,,,,Yes,No,,No,Sometimes,,No,No,Yes,No,No,,No,,"If I am able to get a block house, first of all I'll thank God in heaven. Also, insects won't be crawling over me, ants won't bite me. Other bad things won't happen. And I will thank the person who organized it. Secondly, I will thank God the father. That's what I feel would be good for me. Also, that's it. It won't leak anymore like it does now. I will thank God for that. It won't be hot anymore. I'll thank God for that.",,,,,No,,"Because it's old, useless tin.",No,No,,,,,,No,,,Public land,Yes,,,,Dirt or soil,,Tin,Yes,,Because they live on top of a ravine.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591c81aeb64edc0c00683d5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,35,3,3,6,6,,Female,26,Small business outside or nearby the home,,"Rice, beans, plantains or produce",,,2,Pitimi e mayi,,,,,,,,,,,27,I've been here for 27 years.,,6,"Some of my children go to school, but not all.",,No,,,Own,,,No,,Own House,Single,,,I had a kid with a man.,I left the Artibonite to live in Titanyen so that I could live better.,"It leaks. It's hot. When it rains, water comes inside. There's animals. Everything.",,6,Yes,Very often,No,,,Yes,3-4 times,8,5,Rarely,The flu and colds,Yes,No,,Yes,No,I go in the ravine and in the bush.,No,Pump or well,30,Yes,I would like for my house to be built first.,,,,,,Yes,No,,No,Sometimes,,No,No,No,No,No,,No,,"The advantage of a block house is that I'll sleep well. I'll be cool. Also, critters won't be crawling on us in the house.",,,,,Yes,Jesus is with me.,,No,Yes,,,,,,No,,,Public land,Yes,,,,Dirt or soil,,Tin,Yes,,Because there's lots of them in the tent.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591f13c9bb2f970e001ac2c0,,20,Male,Other,,,,,,,,,Frè,Livann atizanna,,,17,Female,Nothing,,,,,,,,,Sè,Mwen sou kont paranm,,,14,Female,Nothing,,,,,,,,,Sè,Mwen sou kont paranm,,,58,Female,Small business outside or nearby the home,,,,,,,,,Matant,Pitimi e mayi,,,3,Female,Nothing,,,,,,,,,Pitit fi,Mwen sou kont paranm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,195,3,3,6,6,,Female,52,Agriculture/Fish,,,,,,Jaden tout Sam jwenn poum plante,,Female,46,Nothing,,,,,,Mwen pagen kob pou fe komes men mwen ta renmen fel,7,I came to Titanyen in 2010,7,6,"Some of my children go to school, but not all.",,No,,I would like to send all my children to school but I don't have any money.,Own,,,No,,Other,Married,17,,We've been together for 17 years.,"I greet you in Jesus name. The reason I left where I was to come and live in Titanyen... I was living in my own house. January 12 destroyed it. I left and came to work at a small job in Titanyen. While I was working here, the Samaritans came through and gave me a tent...","The problem with the tent is that all the tarps are torn. I put up cloths on the inside. You can even see this. The wind bothers us a lot. We have lots of problems in the tent. The problems are so many for me, at night the wind stops me from sleeping. But I have to put up with it. God knows what he's going to do for me.",,6,Yes,Very often,No,,,Yes,1-2 times,8,6,Sometimes,"The flu and colds, and the children have worms and headaches",Yes,No,,Yes,No,We live close to the bush. That's where we go.,No,Pump or well,20,Yes,It's almost impossible to buy water because I don't come across money very easily.,,,,,,Yes,No,,No,Sometimes,,No,No,Yes,No,No,,No,,"If God was able to create a path for me to get a block house, I would thank you who came with the project, and I'll thank God a lot too, because I'll see that it's God's presence that's at work. Because I need the house so badly, it bothers me a lot. If it happens, I'll know that it's God's blessing.",,,,,No,,Because the tent is not good at all.,No,No,,,,,,No,,,Someone gave me a place to put the tent.,Yes,,,,Dirt or soil,,Tin,Yes,,Because they're not living like people.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591f13c5ec5d3c0c00a1a6d7,,20,Female,Nothing,,,,,,,,,Pitit fi,Mwen sou kont paranm se lekol mwen ale,,,16,Female,Nothing,,,,,,,,,Pitit fi,Mwen sou kont paranm,,,4,Female,Nothing,,,,,,,,,Pitit fi,Mwen sou kont paranm mwen poko ka travay,,,1,Female,Nothing,,,,,,,,,,Mwen seyon ti bb mwen paka travay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,239,3,1,4,4,,Female,32,Small business outside or nearby the home,,Household items,,,3,Bagay yo met nan kay,,,,,,,,,,,9,I've been here for 9 years,2,4,Yes,They go to school in Titanyen.,No,,,Own,,,No,,Rent a house,Single,,,I have 3 children but their father isn't with me.,"My sister was living in Titanyen, so I came to live with her. I didn't have a problem that made me come to Titanyen. I had my sister here, and I wanted to live with her, so I came.","When it rains, I get wet inside. When it's windy it tears the tarps. Sometimes the wind shakes it a lot. That's why I don't want to live in it anymore.",,4,Yes,Very often,No,,,Yes,5-6 times,9,5,Sometimes,The flu and colds,Yes,No,,No,No,I can't afford to build one.,No,Pump or well,20,Yes,I dion't have money very often to buy water.,,,,,,Yes,No,,No,Sometimes,,No,No,Yes,No,No,,No,,"The advantages of a block house: Wind won't wreck it. The rain won't fall on you. Also, when it's windy, you can lie down. You can rest. That's it.",,,,,No,,"Because it's not a house, it's a tent.",No,No,,,,,,No,,,My sister gave me a place to put the tent.,Yes,,,,Dirt or soil,,Tarp,Yes,,Because they're not living how they should be living.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591f13c1317cf90e00b40f3d,,9,Male,Nothing,,,,,,,,,Pitit gason,Men sou kont paranm,,,4,Male,Nothing,,,,,,,,,Pitit gason,Mwen sou kont paranm,,,2,Male,Nothing,,,,,,,,,Pitit gason,Mwen sou kont paranm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,238,2,2,4,4,,Female,23,Nothing,,,,,,Mwen rete tann Le kek fanmi banm ti kob,,,,,,,,,,,12,I've been here for 12 years,7,4,"Some of my children go to school, but not all.",,No,,,Own,,,No,,Rent a house,Single,,,,"My parents left where they were out in the country to come here so that the kids could go to school, because where they were wasn't a great place.
","When it rains, I get wet. When it's windy, we can't stay inside because the tarp is beating ""bow bow"". Also, animals sometimes come inside because there's nothing on the ground to stop them.",,4,Yes,Very often,No,,,Yes,5-6 times,9,6,Sometimes,Colds and the flu and headaches,Yes,No,,Yes,No,We live close to the bush. That's where we go.,No,Pump or well,20,Yes,That's what we live on because we don't have money to buy water.,,,,,,Yes,No,3,No,Sometimes,,No,No,Yes,No,No,,No,,"The advantage I'll get is that I won't get wet. I'll live comfortably. When I put my things there they won't get lost. When I go out, I won't be stressed out because where I'm living, people won't be able to come in easily.",,,,,No,,Because the tent is not good.,No,Yes,,,,,,Yes,No,,I inherited it. I have my own part of the inheritance.,Yes,,,,Dirt or soil,,Tin,Yes,,Because they really need it.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591f13bdbb2f970e001ac2bf,,17,Female,Nothing,,,,,,,,,Sè,Mwen sou kont sem,,,19,Male,Nothing,,,,,,,,,Pitit gason,Mwen sou kont paranm,,,4,Female,Nothing,,,,,,,,,Pitit fi,Mwen sou kont paranm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,344,1,3,4,4,,Female,49,Small business outside or nearby the home,,"Rice, beans, plantains or produce",,,6,Diri ak bagay pou manje,,,,,,,,,,,18,I've been here for 18 years.,7,4,Yes,They go to school in Titanyen and Port au Prince,Yes,1,He's in the MOH orphanage.,Own,,,No,,Own House,Widow,,,My childrens' father died.,"She had a problem with her husband and I came here.
Audio: I had a problem with my husband. We weren't able to live togther. That's why I left Cabaret and came to Titanyen.","The problem is that when it's windy, it shakes a lot. It's made with wood, but it doesn't have enough wood to hold it. When it's windy, it shakes a lot. Sometimes I have to leave it and go outside because I don't want it to fall on me.",,4,Yes,Very often,No,,,Yes,3-4 times,8,5,Sometimes,Stomach aches and headaches,Yes,No,,No,No,We go in the bush,No,Pump or well,30,Yes,I'm not working. I don't have money to buy water.,,,,,,Yes,No,,No,Sometimes,,No,No,No,No,No,,No,,"If I get a block house I'll feel great, because when I live here I'm always stressed out, but if I'm in a block house I'll be at ease, because I won't be stressed out.",,,,,Yes,Jesus is with me everywhere I go.,,No,Yes,,,,,,No,Yes,Yes,I bought the land.,Yes,,,,Dirt or soil,,Tin,Yes,,Because they're living on a ravine. When it rains it's bad for them.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591f13b9d28e6118001fdaaf,,24,Female,Small business outside or nearby the home,,,,,,,,,Pitit fi,Diri ak bagay pou manje,,,22,Female,Nothing,,,,,,,,,Pitit fi,Mwen sou kont paranm,,,16,Male,Nothing,,,,,,,,,Pitit gason,Mwen sou kont paranm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,202,5,5,10,10,,Female,53,Agriculture/Fish,,,,,,Fe jaden,,Female,52,Small business outside or nearby the home,Mangos and anything she finds,Other,,,2,Mango ak tout sal jwenn pou vann,29,I've been here for 29 years,4,10,"Some of my children go to school, but not all.",,No,,I have a son that's working elsewhere.,Own,,,No,,Rent a house,Married,28,,We're still together.,"Why did I leave where I was living? Every year I work, I plant beans, corn, and millet (pitimi), and I don't get anything from it. When I saw that's how it is, I had to leave the area. Anywhere there's water and fire I'll be able to live. That's why I came to Titanyen.","Critters sometimes crawl on us.
Audio: When it rains, water falls on me and wets me. It leaks. In any case, I put up with the awful tarp and sleep under it so that I don't have to sleep at someone else's house.",,10,Yes,Very often,No,,,Yes,7 or more times,8,5,Sometimes,The flu and colds and other sicknesses,Yes,No,,Yes,No,We go in the bush,No,Pump or well,50,Yes,We only drink water from the pump.,,,,,,Yes,No,,No,Sometimes,,No,No,Yes,No,No,,No,,"I'll thank God. I'll thank the mission, as well, because I didn't have hope to be able to do it myself.",,,,,No,,Because I'm living like an animal in the tent.,No,No,,,,,,No,,,Public land,Yes,,,,Dirt or soil,,Tin,Yes,,Even you can see a lot of families are living very poorly.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591f13b6ec5d3c0c00a1a6c9,,28,Female,Nothing,,,,,,,,,Pitit fi,Mwen pagen kob poum fe Anyen,,,26,Male,Agriculture/Fish,,,,,,,,,Bofis,,,,22,Male,Nothing,,,,,,,,,Pitit gason,Mwen sou kont paranm,,,11,Male,Nothing,,,,,,,,,Pitit gason,Mwen sou kont paranm,,,6,Female,Nothing,,,,,,,,,Pitit fi,Mwen sou kont paranm,,,5,Male,Nothing,,,,,,,,,Pitit gason,Mwen sou kont paranm,,,7,Female,Nothing,,,,,,,,,Pitit fi,Mwen sou kont paranm,,,8,Male,Nothing,,,,,,,,,Pitit gason,Mwen sou kont paranm
70,247,1,4,5,5,Lorinel,Female,23,Contracted Worker,Construction,,,,,Mason,,,,,,,,,,,17,I've been here for 17 years,7,5,"Some of my children go to school, but not all.",,No,,We are a bunch of brothers living together.,Own,,,No,,Rent a house,Single,,,,We left the Artibonite and came here so that we could send the kids to school. It was very difficult to make the trip to school before with all the mud and rivers that we couldn't cross.,"The problem with the tent is that it leaks. Also, if we go out and don't arrange things before we go, and then it rains or there's a hurricane, when we come back everything is wrecked. Rats eat our stuff. A whole bunch of problems. When we come here we have to do a bunch of work to patch up the tent because it's made out of old sheets. It's very difficult.",,5,Yes,Sometimes,No,,,Yes,3-4 times,8,6,Sometimes,The flu and headaches,Yes,No,,Yes,Yes,It's not in good shape.,No,Pump or well,20,Yes,We don't have any money. We can't find work.,,,,,,Yes,No,1,No,Sometimes,,No,No,Yes,No,No,,No,,"If I was to get a block house, first of all, I would thank Jesus Christ, and secondly, the house won't leak, It won't be too hot, and animals won't wreck our things. When we come home, we won't find our things covered in mud. We'll be very happy.",,,,,No,,Because I live above a ravine.,No,No,,,,,,No,,,Public land,Yes,,,,Dirt or soil,,Tin,Yes,,Because it's a big family living in a small tent.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591f13b20f1cdb0c00f8c25d,,25,Female,Small business outside or nearby the home,,,,,,,,,Nyès,Li vann tout sal jwenn,,,30,Male,Agriculture/Fish,,,,,,,,,Frè,,,,3,Male,Nothing,,,,,,,,,Pitit gason,Mwen sou kont paranm,,,25,Male,Contracted Worker,,,,,,,,,Frè,"Mason, Konstriksyon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,226,3,2,5,5,,Female,,Small business outside or nearby the home,,"Rice, beans, plantains or produce",,,2,,Tidjo,Male,,Contracted Worker,Construction,,,,,,14,I've been here for 14 years.,7,5,Yes,They go to school in Titanyen.,No,,,Own,,,No,,Own House,Married,9,,We're married and our first child is 7 years old.,"The reason I left Petit Goave to come to Titanyen is because my parents weren't able to care for me, so I came to live with my uncle.","The biggest problem is that when it rains, you'd think it's snowing inside. Other than that, the tarps are torn. If you weren't at home, and then you come home, you'll think you were robbed because inside the house is so messed up by kids coming inside and making a ruckus.",,5,Yes,Very often,No,,,Yes,3-4 times,8,5,Sometimes,"The flu, headaches and colds",Yes,No,,Yes,Yes,But it's not good,No,Pump or well,26,Yes,I don't always have money.,,,,,,Yes,No,,No,Sometimes,,No,No,Yes,No,No,,No,,"If I get a house, I'll thank God and I'll be very happy because now I'll be able to live comfortably.",,,,,No,,Because the area doesn't have any police. There's often problems at night.,No,No,,,,,,No,,,I found a little place to put it.,Yes,,,,Dirt or soil,,Tin,Yes,,Because they're living beside a foul smelling latrine with their children.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591f13aaec5d3c0c00a1a6ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,233,5,2,7,,,Female,,Small business outside or nearby the home,,"Rice, beans, plantains or produce",,,2,,,Male,,Agriculture/Fish,,,,,,,11,11 years,7,7,Yes,Titanyen,No,,,Rent,,I pay 5500 gourdes multiplied by 5.,No,,Rent a house,Common Law,0,,We're not married yet.,"When the earthquake happened I was in a house I had rented. Afterwards I was sick. I didn't know what happened. Only a block fell on me inside. I small child was laying down beside me. A block fell on his arm. After that I said ""I'm not staying in this house that fell on me. I'm going to make a tent instead.""","When it rains, water flows underneath the tent. There's also some places it leaks from above and falls on the children.",,7,Yes,Sometimes,No,,,Yes,3-4 times,8,5,Sometimes,The flu and colds and other sicknesses,Yes,No,,Yes,Yes,It's not in good shape.,No,Pump or well,30,Yes,I'm not working. I don't always have something to sell.,,,,,,Yes,No,,No,Sometimes,,No,No,Yes,No,"Horses, cows",3 cows and 2 horses,No,,"When I get a block house I'll be happy, because then the rain won't wet me anymore. The kids will be able to sleep. When you're sleeping and rain is falling on you and the children, we can't sleep because we're watching the rain to see if it will become stronger.",,,,,No,,The tent is not good at all.,No,No,,,,,,No,,,Someone gave me a little spot.,Yes,,,,Dirt or soil,,Tin,Yes,,Because they have lots of children and nowhere to put them.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/591f13a3ec5d3c0c00a1a6ad,,10,Male,Nothing,,,,,,,,,Pitit gason,Mwens sou kont paranm,,,6,Male,Anyen,,,,,,,,,Pitit gason,Mwen sou kont paranm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,132,3,3,6,6,,Female,55,Small business outside or nearby the home,,Other,Mangos and coconuts,,2,Mango ak kokoye,,,,,,,,,,,10,I've been here a long time,7,6,Yes,In a Titanyen school,No,,,Own,,,No,,Rent a house,Widow,,,My husband died.,"Things weren't good for us, so we left up in the hills and came down here to look for a better life. But when we came here... Any place that has water and fire you can live... When we came here, we're able to find a way to live.",The problem with the tent is the heat that makes you not able to stand being inside the tent. I have trouble because whenever it's hot like that I can't see well. Sometimes I stay outside. Sometimes at night I can't stay inside because when it's hot I feel like I'm suffocating. I have to go outside and sleep outside.,,6,Yes,Very often,No,,,Yes,3-4 times,8,6,Very often,"Shortness of breath, colds and the flu",Yes,Yes,Sometimes,No,Yes,It's not in good shape.,No,Pump or well,30,Yes,We don't have enough money. We drink water from the pump.,,,,,,Yes,Yes,10,Yes,Sometimes,,No,No,Yes,No,No,,No,,"The advantage is that it's not the same thing. When you're in a tarp house and when you're in a block hosue, you don't breathe the same. You'll feel better than when you're under the tarp.",,,,,No,,Thieves keep breaking in and stealing my things.,No,No,,,,,,Yes,No,,I inherited it. I took a piece.,Yes,,,,Concrete,,Tin,Yes,,Because they have many children and adults and they're not comfortable.,Please see record detail page - https://app.formyoula.com/templates/583f26b8174c850d00c01654/forms/5923109d6d2d9d0c00f286d3,,20,Female,Small business outside or nearby the home,,,,,,,,,Nyès,Epis ak let,,,42,Female,Small business outside or nearby the home,,,,,,,,,Pitit fi,Kokoye ak mango,,,12,Male,Nothing,,,,,,,,,Pitit gason,Mwen sou kont paranm epi se lekol mwen ye,,,2,Male,Nothing,,,,,,,,,Pitit gason,Mwen lekol epi mwen timoun,,,16,Female,Nothing,,,,,,,,,Pitit fi,Mwen sou kont paranm mwen lekol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
